"price.open","price.high","price.low","price.close","volume","price.adjusted","ref.date","ticker","ret.adjusted.prices","ret.closing.prices"
7542.399902,7624.799805,7542.399902,7604.299805,482206700,7604.299805,2020-01-02,"^FTSE",NA,NA
7604.299805,7626.399902,7551,7622.399902,475628900,7622.399902,2020-01-03,"^FTSE",0.00238024505400203,0.00238024505400203
7622.399902,7622.399902,7528.100098,7575.299805,516783400,7575.299805,2020-01-06,"^FTSE",-0.00617916897638005,-0.00617916897638005
7575.299805,7604.600098,7562.100098,7573.899902,511576100,7573.899902,2020-01-07,"^FTSE",-0.000184798362577787,-0.000184798362577787
7573.899902,7579.5,7525,7574.899902,606225000,7574.899902,2020-01-08,"^FTSE",0.000132032376046531,0.000132032376046531
7574.899902,7627.799805,7574.899902,7598.100098,653838100,7598.100098,2020-01-09,"^FTSE",0.00306277261748034,0.00306277261748034
7598.100098,7632,7585.100098,7587.899902,651315600,7587.899902,2020-01-10,"^FTSE",-0.00134246665198379,-0.00134246665198379
7587.899902,7635.799805,7582.5,7617.600098,659019400,7617.600098,2020-01-13,"^FTSE",0.00391415231929604,0.00391415231929604
7617.600098,7650.700195,7588.799805,7622.399902,697648200,7622.399902,2020-01-14,"^FTSE",0.000630093984752556,0.000630093984752556
7622.399902,7642.799805,7609.399902,7642.799805,730575200,7642.799805,2020-01-15,"^FTSE",0.00267630972689403,0.00267630972689403
7642.799805,7653.600098,7595.299805,7609.799805,573564200,7609.799805,2020-01-16,"^FTSE",-0.00431778940204752,-0.00431778940204752
7609.799805,7689.700195,7609.799805,7674.600098,631970100,7674.600098,2020-01-17,"^FTSE",0.00851537420963733,0.00851537420963733
7674.600098,7682.799805,7639.600098,7651.399902,358980900,7651.399902,2020-01-20,"^FTSE",-0.0030229843514642,-0.0030229843514642
7651.399902,7651.399902,7550.5,7610.700195,656519300,7610.700195,2020-01-21,"^FTSE",-0.00531924974792664,-0.00531924974792664
7610.700195,7637.399902,7563.5,7571.899902,604636000,7571.899902,2020-01-22,"^FTSE",-0.00509812395783127,-0.00509812395783127
7571.899902,7572.100098,7503.200195,7507.700195,668616300,7507.700195,2020-01-23,"^FTSE",-0.00847867877691333,-0.00847867877691333
7507.700195,7642.200195,7507.600098,7586,605760000,7586,2020-01-24,"^FTSE",0.0104292663487211,0.0104292663487211
7586,7586,7392.799805,7412.100098,679457100,7412.100098,2020-01-27,"^FTSE",-0.0229237940943844,-0.0229237940943844
7412.100098,7491.399902,7410.399902,7480.700195,535852000,7480.700195,2020-01-28,"^FTSE",0.00925514983513387,0.00925514983513387
7480.700195,7514.700195,7462.200195,7483.600098,525036700,7483.600098,2020-01-29,"^FTSE",0.000387651279212919,0.000387651279212919
7483.600098,7483.600098,7357.600098,7382,685501900,7382,2020-01-30,"^FTSE",-0.0135763665441119,-0.0135763665441119
7382,7398.299805,7275,7286,714049600,7286,2020-01-31,"^FTSE",-0.0130046057978868,-0.0130046057978868
7286,7360,7285.200195,7326.299805,645846700,7326.299805,2020-02-03,"^FTSE",0.00553112887729879,0.00553112887729879
7326.299805,7442.100098,7326.299805,7439.799805,696703600,7439.799805,2020-02-04,"^FTSE",0.0154921315017083,0.0154921315017083
7439.799805,7512.399902,7408.5,7482.5,818911400,7482.5,2020-02-05,"^FTSE",0.00573942795763172,0.00573942795763172
7482.5,7533.600098,7482.5,7504.799805,673947900,7504.799805,2020-02-06,"^FTSE",0.00298026127631124,0.00298026127631124
7504.799805,7506.299805,7441.100098,7466.700195,705974200,7466.700195,2020-02-07,"^FTSE",-0.0050766990446055,-0.0050766990446055
7466.700195,7466.700195,7427.899902,7446.899902,612817500,7446.899902,2020-02-10,"^FTSE",-0.00265181304765116,-0.00265181304765116
7446.899902,7529.5,7446.899902,7499.399902,700689800,7499.399902,2020-02-11,"^FTSE",0.00704991347955408,0.00704991347955408
7499.399902,7547.700195,7499,7534.399902,573044200,7534.399902,2020-02-12,"^FTSE",0.00466704009085661,0.00466704009085661
7534.399902,7534.399902,7406.899902,7452,823565400,7452,2020-02-13,"^FTSE",-0.0109364917009684,-0.0109364917009684
7452,7472.899902,7403.700195,7409.100098,629855000,7409.100098,2020-02-14,"^FTSE",-0.00575683064949006,-0.00575683064949006
7409.100098,7450,7409.100098,7433.299805,394565700,7433.299805,2020-02-17,"^FTSE",0.00326621407187244,0.00326621407187244
7433.299805,7433.299805,7353.399902,7382,786827200,7382,2020-02-18,"^FTSE",-0.00690135018709903,-0.00690135018709903
7382,7462,7382,7457,602975900,7457,2020-02-19,"^FTSE",0.010159848279599,0.010159848279599
7457,7480.5,7436.600098,7436.600098,780481500,7436.600098,2020-02-20,"^FTSE",-0.00273567144964459,-0.00273567144964459
7436.600098,7436.700195,7370.600098,7403.899902,872594700,7403.899902,2020-02-21,"^FTSE",-0.00439719704825792,-0.00439719704825792
7403.899902,7403.899902,7114.5,7156.799805,1081479400,7156.799805,2020-02-24,"^FTSE",-0.0333743162752986,-0.0333743162752986
7156.799805,7198.200195,7004.899902,7017.899902,976469000,7017.899902,2020-02-25,"^FTSE",-0.019408102334085,-0.019408102334085
7017.899902,7044.700195,6871.899902,7042.5,982409600,7042.5,2020-02-26,"^FTSE",0.00350533611814408,0.00350533611814408
7042.5,7042.5,6730,6796.399902,1224827000,6796.399902,2020-02-27,"^FTSE",-0.0349449908413205,-0.0349449908413205
6796.399902,6796.399902,6460.100098,6580.600098,1979835300,6580.600098,2020-02-28,"^FTSE",-0.0317520756741368,-0.0317520756741368
6580.600098,6775.200195,6496,6654.899902,1770844200,6654.899902,2020-03-02,"^FTSE",0.0112907338074808,0.0112907338074808
6654.899902,6846.299805,6654.899902,6718.200195,1277190200,6718.200195,2020-03-03,"^FTSE",0.00951183247414078,0.00951183247414078
6718.200195,6856.299805,6700.200195,6815.600098,1115783100,6815.600098,2020-03-04,"^FTSE",0.0144979161342185,0.0144979161342185
6815.600098,6834.100098,6662.600098,6705.399902,1146893100,6705.399902,2020-03-05,"^FTSE",-0.0161688177732636,-0.0161688177732636
6705.399902,6705.399902,6431.399902,6462.600098,1377953500,6462.600098,2020-03-06,"^FTSE",-0.0362095933946581,-0.0362095933946581
6462.600098,6462.600098,5891.600098,5965.799805,2098798700,5965.799805,2020-03-09,"^FTSE",-0.0768731293080855,-0.0768731293080855
5965.799805,6231.100098,5927.899902,5960.200195,1729622400,5960.200195,2020-03-10,"^FTSE",-0.000938618489226939,-0.000938618489226939
5960.200195,6088.5,5860.799805,5876.5,1507518600,5876.5,2020-03-11,"^FTSE",-0.0140431851719035,-0.0140431851719035
5876.5,5876.5,5237.5,5237.5,2209275500,5237.5,2020-03-12,"^FTSE",-0.108738194503531,-0.108738194503531
5237.5,5696.5,5237.5,5366.100098,1935105000,5366.100098,2020-03-13,"^FTSE",0.0245537179952267,0.0245537179952267
5366.100098,5366.100098,4898.799805,5151.100098,2111567500,5151.100098,2020-03-16,"^FTSE",-0.0400663416771023,-0.0400663416771023
5151.100098,5309,4978.799805,5294.899902,1941164900,5294.899902,2020-03-17,"^FTSE",0.0279163287966067,0.0279163287966067
5294.899902,5294.899902,5006.200195,5080.600098,1837075100,5080.600098,2020-03-18,"^FTSE",-0.0404728716248355,-0.0404728716248355
5080.600098,5181,4942.399902,5151.600098,1963412200,5151.600098,2020-03-19,"^FTSE",0.0139747271248429,0.0139747271248429
5151.600098,5419.299805,5151.600098,5190.799805,2585565700,5190.799805,2020-03-20,"^FTSE",0.00760922941499631,0.00760922941499631
5190.799805,5194.799805,4922.799805,4993.899902,1629604900,4993.899902,2020-03-23,"^FTSE",-0.0379324786924622,-0.0379324786924622
4993.899902,5446,4993.899902,5446,1582421000,5446,2020-03-24,"^FTSE",0.0905304685460233,0.0905304685460233
5446,5741.399902,5400.5,5688.200195,1860995600,5688.200195,2020-03-25,"^FTSE",0.0444730435181786,0.0444730435181786
5688.200195,5815.700195,5503.399902,5815.700195,1536739000,5815.700195,2020-03-26,"^FTSE",0.0224148229016401,0.0224148229016401
5815.700195,5815.700195,5407.100098,5510.299805,1457210400,5510.299805,2020-03-27,"^FTSE",-0.052513090386359,-0.052513090386359
5510.299805,5567.200195,5351.799805,5563.700195,1136875400,5563.700195,2020-03-30,"^FTSE",0.00969101353642232,0.00969101353642232
5563.700195,5702.700195,5545.899902,5672,1602112800,5672,2020-03-31,"^FTSE",0.0194654278994628,0.0194654278994628
5672,5672,5414.700195,5454.600098,1670362100,5454.600098,2020-04-01,"^FTSE",-0.0383286145980254,-0.0383286145980254
5454.600098,5552.399902,5395.100098,5480.200195,1554286900,5480.200195,2020-04-02,"^FTSE",0.00469330409930269,0.00469330409930269
5480.200195,5486.299805,5396.700195,5415.5,1180517400,5415.5,2020-04-03,"^FTSE",-0.0118061736246481,-0.0118061736246481
5415.5,5590.600098,5415.5,5582.399902,1207951800,5582.399902,2020-04-06,"^FTSE",0.0308189275228512,0.0308189275228512
5582.399902,5780.200195,5582.399902,5704.5,1563928500,5704.5,2020-04-07,"^FTSE",0.0218723309228088,0.0218723309228088
5704.5,5704.5,5589.700195,5677.700195,1133735000,5677.700195,2020-04-08,"^FTSE",-0.00469801121921287,-0.00469801121921287
5677.700195,5842.700195,5677.700195,5842.700195,1290301300,5842.700195,2020-04-09,"^FTSE",0.029061062460696,0.029061062460696
5842.700195,5894.700195,5779,5791.299805,1056846100,5791.299805,2020-04-14,"^FTSE",-0.00879736907329043,-0.00879736907329043
