"price.open","price.high","price.low","price.close","volume","price.adjusted","ref.date","ticker","ret.adjusted.prices","ret.closing.prices"
3244.669922,3258.139893,3235.530029,3257.850098,3458250000,3257.850098,2020-01-02,"^GSPC",NA,NA
3226.360107,3246.149902,3222.340088,3234.850098,3461290000,3234.850098,2020-01-03,"^GSPC",-0.00705987056130042,-0.00705987056130042
3217.550049,3246.840088,3214.639893,3246.280029,3674070000,3246.280029,2020-01-06,"^GSPC",0.00353337269231324,0.00353337269231324
3241.860107,3244.909912,3232.429932,3237.179932,3420380000,3237.179932,2020-01-07,"^GSPC",-0.00280323845099806,-0.00280323845099806
3238.590088,3267.070068,3236.669922,3253.050049,3720890000,3253.050049,2020-01-08,"^GSPC",0.00490245131051315,0.00490245131051315
3266.030029,3275.580078,3263.669922,3274.699951,3638390000,3274.699951,2020-01-09,"^GSPC",0.00665526249946735,0.00665526249946735
3281.810059,3282.98999,3260.860107,3265.350098,3212970000,3265.350098,2020-01-10,"^GSPC",-0.00285517853235528,-0.00285517853235528
3271.129883,3288.129883,3268.429932,3288.129883,3456380000,3288.129883,2020-01-13,"^GSPC",0.0069762152039845,0.0069762152039845
3285.350098,3294.25,3277.189941,3283.149902,3665130000,3283.149902,2020-01-14,"^GSPC",-0.00151453293428194,-0.00151453293428194
3282.27002,3298.659912,3280.689941,3289.290039,3716840000,3289.290039,2020-01-15,"^GSPC",0.00187019697037272,0.00187019697037272
3302.969971,3317.110107,3302.820068,3316.810059,3535080000,3316.810059,2020-01-16,"^GSPC",0.00836655316913504,0.00836655316913504
3323.659912,3329.879883,3318.860107,3329.620117,3698170000,3329.620117,2020-01-17,"^GSPC",0.0038621620690158,0.0038621620690158
3321.030029,3329.790039,3316.610107,3320.790039,4105340000,3320.790039,2020-01-21,"^GSPC",-0.00265197760997304,-0.00265197760997304
3330.02002,3337.77002,3320.040039,3321.75,3619850000,3321.75,2020-01-22,"^GSPC",0.000289076089944329,0.000289076089944329
3315.77002,3326.879883,3301.870117,3325.540039,3764860000,3325.540039,2020-01-23,"^GSPC",0.00114097659366297,0.00114097659366297
3333.100098,3333.179932,3281.530029,3295.469971,3707130000,3295.469971,2020-01-24,"^GSPC",-0.00904216086631215,-0.00904216086631215
3247.159912,3258.850098,3234.5,3243.629883,3823100000,3243.629883,2020-01-27,"^GSPC",-0.0157307116909547,-0.0157307116909547
3255.350098,3285.780029,3253.219971,3276.23999,3526720000,3276.23999,2020-01-28,"^GSPC",0.0100535844644023,0.0100535844644023
3289.459961,3293.469971,3271.889893,3273.399902,3584500000,3273.399902,2020-01-29,"^GSPC",-0.00086687422431464,-0.00086687422431464
3256.449951,3285.909912,3242.800049,3283.659912,3787250000,3283.659912,2020-01-30,"^GSPC",0.0031343588645345,0.0031343588645345
3282.330078,3282.330078,3214.679932,3225.52002,4527830000,3225.52002,2020-01-31,"^GSPC",-0.017705820200055,-0.017705820200055
3235.659912,3268.439941,3235.659912,3248.919922,3757910000,3248.919922,2020-02-03,"^GSPC",0.00725461378472558,0.00725461378472558
3280.610107,3306.919922,3280.610107,3297.590088,3995320000,3297.590088,2020-02-04,"^GSPC",0.0149804141586964,0.0149804141586964
3324.909912,3337.580078,3313.75,3334.689941,4117730000,3334.689941,2020-02-05,"^GSPC",0.0112505957411164,0.0112505957411164
3344.919922,3347.959961,3334.389893,3345.780029,3868370000,3345.780029,2020-02-06,"^GSPC",0.00332567290998997,0.00332567290998997
3335.540039,3341.419922,3322.120117,3327.709961,3730650000,3327.709961,2020-02-07,"^GSPC",-0.00540085356579789,-0.00540085356579789
3318.280029,3352.26001,3317.77002,3352.090088,3450350000,3352.090088,2020-02-10,"^GSPC",0.00732639781883915,0.00732639781883915
3365.870117,3375.629883,3352.719971,3357.75,3760550000,3357.75,2020-02-11,"^GSPC",0.00168847252055127,0.00168847252055127
3370.5,3381.469971,3369.719971,3379.449951,3926380000,3379.449951,2020-02-12,"^GSPC",0.00646264641501015,0.00646264641501015
3365.899902,3385.090088,3360.52002,3373.939941,3498240000,3373.939941,2020-02-13,"^GSPC",-0.00163044580623828,-0.00163044580623828
3378.080078,3380.689941,3366.149902,3380.159912,3398040000,3380.159912,2020-02-14,"^GSPC",0.0018435334086464,0.0018435334086464
3369.040039,3375.01001,3355.610107,3370.290039,3746720000,3370.290039,2020-02-18,"^GSPC",-0.00291994262311701,-0.00291994262311701
3380.389893,3393.52002,3378.830078,3386.149902,3600150000,3386.149902,2020-02-19,"^GSPC",0.00470578579780212,0.00470578579780212
3380.449951,3389.149902,3341.02002,3373.22998,4007320000,3373.22998,2020-02-20,"^GSPC",-0.00381551980093053,-0.00381551980093053
3360.5,3360.76001,3328.449951,3337.75,3899270000,3337.75,2020-02-21,"^GSPC",-0.0105181028896227,-0.0105181028896227
3257.610107,3259.810059,3214.649902,3225.889893,4842960000,3225.889893,2020-02-24,"^GSPC",-0.0335136265448281,-0.0335136265448281
3238.939941,3246.98999,3118.77002,3128.209961,5591510000,3128.209961,2020-02-25,"^GSPC",-0.0302799956724995,-0.0302799956724995
3139.899902,3182.51001,3108.98999,3116.389893,5478110000,3116.389893,2020-02-26,"^GSPC",-0.00377854049036452,-0.00377854049036452
3062.540039,3097.070068,2977.389893,2978.76001,7058840000,2978.76001,2020-02-27,"^GSPC",-0.0441632426382664,-0.0441632426382664
2916.899902,2959.719971,2855.840088,2954.219971,8563850000,2954.219971,2020-02-28,"^GSPC",-0.00823834042273175,-0.00823834042273175
2974.280029,3090.959961,2945.189941,3090.22998,6376400000,3090.22998,2020-03-02,"^GSPC",0.0460392287423204,0.0460392287423204
3096.459961,3136.719971,2976.629883,3003.370117,6355940000,3003.370117,2020-03-03,"^GSPC",-0.028107896034327,-0.028107896034327
3045.75,3130.969971,3034.379883,3130.120117,5035480000,3130.120117,2020-03-04,"^GSPC",0.042202590777126,0.042202590777126
3075.699951,3083.040039,2999.830078,3023.939941,5575550000,3023.939941,2020-03-05,"^GSPC",-0.0339220771188059,-0.0339220771188059
2954.199951,2985.929932,2901.540039,2972.370117,6552140000,2972.370117,2020-03-06,"^GSPC",-0.0170538519303218,-0.0170538519303218
2863.889893,2863.889893,2734.429932,2746.560059,8423050000,2746.560059,2020-03-09,"^GSPC",-0.0759696972824868,-0.0759696972824868
2813.47998,2882.590088,2734,2882.22998,7635960000,2882.22998,2020-03-10,"^GSPC",0.0493963059556748,0.0493963059556748
2825.600098,2825.600098,2707.219971,2741.379883,7374110000,2741.379883,2020-03-11,"^GSPC",-0.0488684449115334,-0.0488684449115334
2630.860107,2660.949951,2478.860107,2480.639893,8829380000,2480.639893,2020-03-12,"^GSPC",-0.095112680886336,-0.095112680886336
2569.98999,2711.330078,2492.370117,2711.02002,8258670000,2711.02002,2020-03-13,"^GSPC",0.0928712497328203,0.0928712497328203
2508.590088,2562.97998,2380.939941,2386.129883,7781540000,2386.129883,2020-03-16,"^GSPC",-0.119840552486956,-0.119840552486956
2425.659912,2553.929932,2367.040039,2529.189941,8358500000,2529.189941,2020-03-17,"^GSPC",0.0599548494904794,0.0599548494904794
2436.5,2453.570068,2280.52002,2398.100098,8755780000,2398.100098,2020-03-18,"^GSPC",-0.0518307624409456,-0.0518307624409456
2393.47998,2466.969971,2319.780029,2409.389893,7946710000,2409.389893,2020-03-19,"^GSPC",0.00470780807248872,0.00470780807248872
2431.939941,2453.01001,2295.560059,2304.919922,9044690000,2304.919922,2020-03-20,"^GSPC",-0.0433595124240856,-0.0433595124240856
2290.709961,2300.72998,2191.860107,2237.399902,7402180000,2237.399902,2020-03-23,"^GSPC",-0.029293868023585,-0.029293868023585
2344.439941,2449.709961,2344.439941,2447.330078,7547350000,2447.330078,2020-03-24,"^GSPC",0.0938277398744607,0.0938277398744607
2457.77002,2571.419922,2407.530029,2475.560059,8285670000,2475.560059,2020-03-25,"^GSPC",0.0115350116658846,0.0115350116658846
2501.290039,2637.01001,2500.719971,2630.070068,7753160000,2630.070068,2020-03-26,"^GSPC",0.0624141629843609,0.0624141629843609
2555.870117,2615.909912,2520.02002,2541.469971,6194330000,2541.469971,2020-03-27,"^GSPC",-0.0336873523173375,-0.0336873523173375
2558.97998,2631.800049,2545.280029,2626.649902,5746220000,2626.649902,2020-03-30,"^GSPC",0.0335160092277165,0.0335160092277165
2614.689941,2641.389893,2571.149902,2584.590088,6568290000,2584.590088,2020-03-31,"^GSPC",-0.0160127217441406,-0.0160127217441406
2498.080078,2522.75,2447.48999,2470.5,5947900000,2470.5,2020-04-01,"^GSPC",-0.0441424303721155,-0.0441424303721155
2458.540039,2533.219971,2455.790039,2526.899902,6454990000,2526.899902,2020-04-02,"^GSPC",0.0228293470957297,0.0228293470957297
2514.919922,2538.179932,2459.959961,2488.649902,6087190000,2488.649902,2020-04-03,"^GSPC",-0.0151371251270087,-0.0151371251270087
2578.280029,2676.850098,2574.570068,2663.679932,6391860000,2663.679932,2020-04-06,"^GSPC",0.0703313189449979,0.0703313189449979
2738.649902,2756.889893,2657.669922,2659.409912,7040720000,2659.409912,2020-04-07,"^GSPC",-0.00160305296019325,-0.00160305296019325
2685,2760.75,2663.300049,2749.97998,5856370000,2749.97998,2020-04-08,"^GSPC",0.0340564527458977,0.0340564527458977
2776.98999,2818.570068,2762.360107,2789.820068,7880140000,2789.820068,2020-04-09,"^GSPC",0.0144874101956189,0.0144874101956189
2782.459961,2782.459961,2721.169922,2761.629883,5274310000,2761.629883,2020-04-13,"^GSPC",-0.0101046606278838,-0.0101046606278838
2805.100098,2851.850098,2805.100098,2846.060059,5567400000,2846.060059,2020-04-14,"^GSPC",0.0305725892233908,0.0305725892233908
2795.639893,2801.879883,2761.540039,2783.360107,5203390000,2783.360107,2020-04-15,"^GSPC",-0.0220304388172435,-0.0220304388172435
2799.340088,2806.51001,2764.320068,2799.550049,5179990000,2799.550049,2020-04-16,"^GSPC",0.00581668967636739,0.00581668967636739
2842.429932,2879.219971,2830.879883,2874.560059,5792140000,2874.560059,2020-04-17,"^GSPC",0.0267935949302973,0.0267935949302973
2845.620117,2868.97998,2820.429932,2823.159912,5220160000,2823.159912,2020-04-20,"^GSPC",-0.0178810482108629,-0.0178810482108629
2784.810059,2785.540039,2727.100098,2736.560059,5075830000,2736.560059,2020-04-21,"^GSPC",-0.0306747955126108,-0.0306747955126108
2787.889893,2815.100098,2775.949951,2799.310059,5049660000,2799.310059,2020-04-22,"^GSPC",0.0229302477004398,0.0229302477004398
2810.419922,2844.899902,2794.26001,2797.800049,5756520000,2797.800049,2020-04-23,"^GSPC",-0.000539422203390871,-0.000539422203390871
2812.639893,2842.709961,2791.76001,2836.73999,5374480000,2836.73999,2020-04-24,"^GSPC",0.0139180571584872,0.0139180571584872
2854.649902,2887.719971,2852.889893,2878.47998,5194260000,2878.47998,2020-04-27,"^GSPC",0.0147140697233941,0.0147140697233941
2909.959961,2921.149902,2860.709961,2863.389893,5672880000,2863.389893,2020-04-28,"^GSPC",-0.00524238038994462,-0.00524238038994462
2918.459961,2954.860107,2912.159912,2939.51001,6620140000,2939.51001,2020-04-29,"^GSPC",0.0265839162127683,0.0265839162127683
2930.909912,2930.909912,2892.469971,2912.429932,6523120000,2912.429932,2020-04-30,"^GSPC",-0.00921244626072903,-0.00921244626072903
2869.090088,2869.090088,2821.610107,2830.709961,4753160000,2830.709961,2020-05-01,"^GSPC",-0.0280590341769636,-0.0280590341769636
2815.01001,2844.23999,2797.850098,2842.73999,4723140000,2842.73999,2020-05-04,"^GSPC",0.0042498274870062,0.0042498274870062
2868.879883,2898.22998,2863.550049,2868.439941,5129590000,2868.439941,2020-05-05,"^GSPC",0.00904055632608181,0.00904055632608181
